name,rating,genres,summary,image
Duck Dynasty,6.4,"['Comedy', 'Adventure']","In Duck Dynasty, A&amp;E Network introduces the Robertsons, a Louisiana bayou family living the American dream as they operate a thriving business while staying true to their family values and lifestyle. Ask anyone in Louisiana and they'll tell you that the bayou state's favorite first family doesn't live in the governor's mansion but in the backwoods, where the Robertsons' rags-to-riches story is still unfolding. A ...homegrown mom-and-pop operation, Duck Commander has become a sporting empire by fabricating top-of-the-line duck calls and decoys out of salvaged swamp wood. This newly minted multimillionaire family is kept in line by business-savvy Willie, who runs Duck Commander with the help of his brother Jase, their respective wives Korie and Missy, patriarch and founder of the company, Phil, and uncle Si. Together they run a booming business that employs half their neighborhood, but at the end of the day, you can find the whole family around matriarch Miss Kay's dinner table. Each episode brings a new set of challenges, met with a special brand of Southern know-how and a down-home sense of humor.",http://static.tvmaze.com/uploads/images/medium_portrait/2/6152.jpg
The Client List,6.9,"['Drama', 'Romance']","The Client List is about Texas housewife; Riley Parks, who, after being deserted by her husband, is left in serious financial straits and takes a job at a seemingly traditional day spa in a neighboring town. But when she realizes some of her co-workers also provide other services, Riley must make the difficult decision whether or not to embrace an opportunity for her to resolve her financial hardships. The series will follow Riley as she delicately balances a moral conflict between two starkly different lives -- one as a single mother in a conservative town struggling to provide for her family and the other as a savvy and ambitious businesswoman working with a raucous, sexy and unpredictable group of women. As Riley becomes more involved, she struggles while working in secrecy knowing her family and friends would disapprove of her decision.",http://static.tvmaze.com/uploads/images/medium_portrait/2/6159.jpg
Copper,7.3,"['Drama', 'Crime']","Copper is an American saga set in 1865 New York City, picks-up on the brink of Lincoln's assassination - with shifts in politics and society altering the landscape for Irish immigrants and African-Americans. At the center, Detective Kevin Corcoran struggles to tame the wartime metropolis while wrestling with personal demons, including the betrayal of his wife and best friend. And when Tammany Hall's outspoken General Brendan Donovan returns from the Civil War to restore law and order in the Sixth Ward, loyalties will be bought and sold both Uptown and in the slums of the Five Points as Corcoran, and those around him, fight to find their places in an unforgiving city.",http://static.tvmaze.com/uploads/images/medium_portrait/2/6166.jpg
Smash,8,['Drama'],"The hit-making Broadway writing team of Julia Houston and Tom Levitt unites with producer Eileen Rand to create a new musical based on the life of Marilyn Monroe, and seasoned chorus girl Ivy Lynn vies with newcomer Karen Cartwright for the dream role.",http://static.tvmaze.com/uploads/images/medium_portrait/2/6176.jpg
A Young Doctor's Notebook,8.1,"['Drama', 'Comedy']",Daniel Radcliffe and Jon Hamm star in a comedy drama based on Mikhail Bulgakov's experiences as an inexperienced doctor in a remote Russian village.,http://static.tvmaze.com/uploads/images/medium_portrait/2/6183.jpg
Touch,7.5,"['Drama', 'Science-Fiction', 'Mystery']","Martin Bohm is a widower and single father who is haunted by an inability to connect to his emotionally challenged 11-year-old son Jake. But when Martin discovers that Jake can predict events before they happen, everything changes. Martin meets social worker Clea Hopkins and Professor Arthur Teller who may have the keys to help unlock Jake's mind.",http://static.tvmaze.com/uploads/images/medium_portrait/2/6186.jpg
Magic City,7.9,"['Drama', 'Crime', 'Mystery']","Miami Beach, 1959.As Ike Evans rings in the New Year at his luxurious Miramar Playa Hotel, Havana falls to Castro's rebels. It's a turbulent time in Miami, but it's the place to be. The Kennedys, the mob and the CIA all hold court here. And Ike, he's the star of his hotel. But everything comes at a price. To finance his dream, he sold his soul to mob boss Ben ""The Butcher"" Diamond. Ike's wife Vera, a former showgirl, and his three kids think he's an honorable man, but he can't break his pact with the devil. His life is a façade. In fact, nothing at the Miramar Playa is what it seems. By day, it's diving clowns and cha-cha lessons. By night, escorts have secret liaisons with husbands in the family cabanas, while Miami's seedier residents and the law drift together to hear legendary singers, musicians and comics. As Ike's world threatens to implode, he fights for his family, and the Miramar Playa, in Magic City.",http://static.tvmaze.com/uploads/images/medium_portrait/179/449238.jpg
Derek,8.1,"['Drama', 'Comedy']","An Award-winning bittersweet comedy-drama about a group of outsiders living on society's margins, Derek centers around Derek Noakes (a tender, innocent man whose love for his job at a retirement home shines through. Derek cares deeply for the home's residents, because they are kind and funny and tell him stories of what life used to be like. Working alongside Derek is Dougie his landlord who is one of life's unlucky individuals; Kev a loveable train wreck; and Hannah a care worker in the home and Derek's best friend. She is smart, witty and hardworking, but unlucky in love, and, like Derek, always puts other people first.",http://static.tvmaze.com/uploads/images/medium_portrait/2/6206.jpg
Men at Work,6.9,"['Drama', 'Comedy']","Men at Work is a brazen new original comedy about four hip, young professionals set to take on New York and live life ""Full Steam"" - ahead just like the name of the magazine that they work for. They follow the ""boys will be boys"" mantra of single, 30-somethings navigating work, friendship, and women.",http://static.tvmaze.com/uploads/images/medium_portrait/2/6214.jpg
Mortal Kombat: Legacy,6.3,"['Action', 'Adventure', 'Fantasy']","In the beginning, the universe and its realms were in harmony, but even gods are not immune to power and greed. This balance was soon thrown into discord. The power-hungry gods challenged each other over the fates of their respective realms. They battled to the death in tournaments alongside mortal champions chosen from each realm. For millennia, Shao Kahn—the Emperor of Outworld—has successfully expanded his domain by defeating other realms. Edenia was the last realm to lose the tournament and fall to Shao Kahn. Ten years ago in the last tournament, Outworld and Earth-realm's warriors clashed, and Liu Kang emerged victorious. Earth-realm was spared. But now Shao Kahn's challenge has come again, and a new war is about to commence. The fate of Earth-realm and its inhabitants rests upon the outcome of this tournament. Let the kombat begin.",http://static.tvmaze.com/uploads/images/medium_portrait/2/6219.jpg
Jane by Design,7.6,"['Drama', 'Comedy']","Jane by Design follows Jane Quimby a quirky teen with an eclectic chic fashion sense who lands a job at a hip fashion house when they mistake her for an adult. Torn between her love of fashion and the need to finish high school, Jane conceals her true age to assist the demanding, but talented Gray Chandler Murray who travels the world in search of the next big style trend.",http://static.tvmaze.com/uploads/images/medium_portrait/2/6224.jpg
Invader ZIM,8.5,['Children'],"Invader ZIM is an eccentric alien soldier from the planet Irk. He was banished from the Irken Empire after nearly destroying his home planet on an early mission. After begging his superiors, the Almighty Tallest Red and Purple, for another chance, they decide to get rid of him once and for all. They trick him into going on a ""secret mission"" to an obscure planet at the edge of the universe, a planet with the unlikely name of Earth, in hopes that he'll die along the way. But their trick backfires when ZIM safely reaches Earth and begins his ever-so-subtle conquest of it. He disguises himself as a schoolboy, and now the only person who can stop him is one kid - Dib, a somewhat insane paranormal researcher, who sees straight through ZIM's disguise and is intent on stopping his reign of ""terror"". The only problem is that neither of them is very good at stopping the other.",http://static.tvmaze.com/uploads/images/medium_portrait/2/6242.jpg
Rival Survival,,[],"At a time when partisanship in U.S. politics litters the media landscape, Discovery Channel's Rival Survival brings together two real world political adversaries and maroons them on a remote island for a week. Disconnected from the world on an uninhabited island surrounded by shark infested waters that mirror the seemingly treacherous terrain of the U.S. Congress, Sen. Jeff Flake (R-AZ) and Sen. Martin Heinrich (D-NM) must put their political differences aside and work together for six days and six nights to find common ground through compromise if they want to survive in Rival Survival.",http://static.tvmaze.com/uploads/images/medium_portrait/12/31459.jpg
The Cape,6.5,"['Drama', 'Crime', 'Supernatural']","Fueled by a desire to reunite with his wife Dana and son Trip, Vince Faraday takes the law into his own hands to battle criminal forces that have overtaken Palm City. Faraday is joined by Max Malini, the ringleader of a circus gang of bank robbers, who mentors Faraday and trains him to become The Cape, as well as investigative blogger Orwell who wages war on crime and corruption in Palm City. Together, they must battle Ark corporation billionaire Peter Fleming -- The Cape's nemesis -- who moonlights as the twisted killer ""Chess.""",http://static.tvmaze.com/uploads/images/medium_portrait/2/6361.jpg
Fairly Legal,8,['Drama'],"Fairly Legal centers on Kate Reed, a top litigator frustrated with the endless bureaucracy and daily injustices of the system, who takes a hard left to become the ultimate anti-lawyer: a mediator. Using her knowledge of the law, along with her savvy, intuition and a whatever-it-takes approach to resolving conflict, Kate finds the middle ground for a wide variety of adversaries - from Fortune 500 corporations to bitter divorces. After the sudden death of her father, she finds herself at odds with the new boss, her stepmother Lauren Reed... and in bed with her soon-to-be ex-husband, Justin Patrick, a top gun in the DA's office. Helping her keep all of this chaos at bay is her trusted, geek-chic assistant Leonardo.",http://static.tvmaze.com/uploads/images/medium_portrait/2/6371.jpg
Whitney,7.2,"['Comedy', 'Romance']","They say marriage is the number one cause of divorce. For Alex and Whitney, it's one of many reasons they're determined not to take the plunge.After going to yet another one of their friends' weddings, Whitney realizes that she and Alex are dangerously close to relationship boredom. She sees it happen all the time: pretty soon you're not dressing up for each other, you're not having enough sex, and you start fighting. Determined not to let that happen to them, Whitney consults her close circle of (opinionated) friends and snaps into action. A few awkward sexy costumes and one botched seductive evening later, they end up in the ER after Alex gets a concussion from a compromising position. Not exactly the mind-blowing experience she wanted, but you know what? That's all right. Their relationship might not be perfect on paper, but it works and they really do love each other.Bright young comedian Whitney Cummings brings her unique and hilarious perspective on love to this new comedy series that proves there's no right way to be together... but there are plenty of wrong ways.",http://static.tvmaze.com/uploads/images/medium_portrait/2/6377.jpg
Duckman: Private Dick/Family Man,8.4,"['Comedy', 'Crime']","With the help of his pig partner, a sarcastic Duckman is solving crimes.",http://static.tvmaze.com/uploads/images/medium_portrait/2/6606.jpg
Olive Kitteridge,8.5,['Drama'],"Based on Elizabeth Strout's Pulitzer Prize-winning novel of the same name, Olive Kitteridge tells the poignantly sweet, acerbically funny and devastatingly tragic story of a seemingly placid New England town wrought with illicit affairs, crime and tragedy, told through the lens of a woman whose wicked wit and harsh demeanor mask a warm but troubled heart and a staunch moral center.",http://static.tvmaze.com/uploads/images/medium_portrait/2/6858.jpg
Are You the One?,,"['Drama', 'Romance']","Are You the One? will follow a group of 10 single women and 10 single men who are self-admittedly horrible at relationships, as they jet off to Puerto Rico in the hopes they'll leave their bad relationship habits behind and surrender to their perfect match.Prior to arrival, the singles will undergo a rigorous matchmaking process involving in-depth interviews and compatibility testing, using a team of professional matchmakers, psychologists, and the contestants' family, friends, and exes. An ideal match for each person will be selected - the catch is that the results are not revealed. The singles will begin their quest to find their perfect match in the house. If the entire group succeeds in finding their matches during the season, they'll walk away not only with love, but their share of one million dollars. All 10 couples must match, or they'll all go home without the cash!",http://static.tvmaze.com/uploads/images/medium_portrait/2/6864.jpg
MasterChef Junior,6.3,"['Children', 'Food', 'Family']","MasterChef Junior goes back for seconds...and thirds! This culinary competition series gives talented kids between the ages of eight and 13 the chance to showcase their culinary abilities and passion for food through a series of delicious challenges.Host and award-winning chef Gordon Ramsay is joined by restaurateur and winemaker Joe Bastianich and acclaimed chef Graham Elliot on the judging panel. Together, the celebrated food experts will coach and encourage the promising hopefuls to cook like a pro and teach them the tricks of the trade along the way.After a nationwide search, 16 of the best junior home cooks in the country will compete in the kitchen where they will face exciting challenges, including a surprise mystery box, a three-legged race and the fan-favorite restaurant takeover, until one talented kid is named America's newest MasterChef Junior.",http://static.tvmaze.com/uploads/images/medium_portrait/208/521096.jpg
Chrisley Knows Best,4.7,"['Comedy', 'Family']","Chrisley Knows Best is a real-life family comedy, which broke its ratings record on its second season premiere, follows the entertaining lives of Atlanta-based ""Patriarch of Perfection"" Todd Chrisley, and his colorful clan including his wife, five children and two grandchildren.",http://static.tvmaze.com/uploads/images/medium_portrait/206/515109.jpg
Snooki & JWoww,,[],"The show returns with 12 all-new episodes chronicling the zany antics of Nicole ""Snooki"" Polizzi, Jenni ""JWOWW"" Farley, their fiancés Jionni LaValle and Roger Mathews, and their new babies. In what is sure to be their wildest season yet, fans will witness the besties as they tackle life milestones including new motherhood and upcoming nuptials.Over the past five years, viewers have fallen in love with Snooki and JWOWW, who have become a modern day Laverne and Shirley, watching them go from party girls to motherhood and roommates to wombmates, while trading in beer for baby bottles. Now it's time to say goodbye and see how it all ends.",http://static.tvmaze.com/uploads/images/medium_portrait/2/6872.jpg
Slednecks,,[],"MTV is heading to Alaska with new series, Slednecks. The weekly half-hour comedic docu-series follows a close group of adventurous friends living in rural Wasilla, Alaska.Polar Bear plunges, airboating on ice, glacier parties, river wakeboarding, and human catapulting are just some of the action-packed adventures these 'Slednecks' get into, while also navigating dramatic friendships and relationships in the prime of their lives. With mountains and rivers as their playground, these friends make the most of what they have while always having a blast.",http://static.tvmaze.com/uploads/images/medium_portrait/2/6873.jpg
Rugrats,7.3,['Children'],"Rugrats reveals the world from a baby's point of view. Everything looks bigger, more mysterious and uncontrollable. Angelica, the oldest, likes to terrorize her cousin, Tommy, and his friends, and is famous for screaming, ""You stupid babies!"" The adults in the series are often clueless.",http://static.tvmaze.com/uploads/images/medium_portrait/2/6898.jpg
A Gifted Man,7.7,"['Drama', 'Fantasy', 'Medical']","A Gifted Man is a drama about a brilliant, charismatic surgeon whose life changes forever when his deceased ex-wife begins teaching him the meaning of life from the ""hereafter"". Michael Holt is an exceptional doctor who lives a materialistic life of luxury thanks to his work-obsessed career and powerful and wealthy patients; however, Michael's ordered world is rocked when his ex-wife, Anna, an idealistic free-clinic doctor and the love of his life, mysteriously appears to him. In an attempt to go back to his ""normal"" life, Michael visits Anton, a carpenter who moonlights as a Shaman to try and extract Anna's spirit from his body, but when Anna reappears and asks Michael to go to her clinic to help keep it running, he realizes she needs him more now then ever. Curious about Michael's sudden change in behavior is his efficient assistant, Rita, who works tirelessly to facilitate his schedule in order to accommodate his added responsibilities at the clinic. Touched by those in need and accepting of Anna's compassionate ""presence"", Michael's attitude toward serving the rich and poor is turned upside down, and he begins to see that there's room in his life for everyone.",http://static.tvmaze.com/uploads/images/medium_portrait/2/7317.jpg
Life's Too Short,7.1,['Comedy'],Observational comedy starring Warwick Davis and written by Ricky Gervais and Stephen Merchant.,http://static.tvmaze.com/uploads/images/medium_portrait/2/7335.jpg
Kourtney & Khloe Take the Hamptons,,[],"From the producers of E!'s mega-hit series, Keeping Up with the Kardashians, Kourtney, a newly single Khloé, and Lord Disick himself are back in the Big Apple, and are taking the city by storm. The girls have their work cut out for them as they set out to relocate the Dash New York store to a hot new property while managing the initial struggles of opening their first pop-up store in the Hamptons.",http://static.tvmaze.com/uploads/images/medium_portrait/2/7366.jpg
The Passing Bells,,"['Drama', 'War', 'History']","World War I drama. At the outbreak of war, two teenage boys - one German and one British - defy their parents to sign up.",http://static.tvmaze.com/uploads/images/medium_portrait/2/7487.jpg
The People Remember,,['History'],"History series presented by Sophie Raworth and Andy Torbet, honouring the heroes of war on the battlefield and the home front.",http://static.tvmaze.com/uploads/images/medium_portrait/12/31443.jpg
Buffy the Vampire Slayer,8.7,"['Drama', 'Action', 'Supernatural']","""Into every generation, there is a chosen one. She alone will stand against the vampires, the demons, and the forces of darkness. She is the slayer.""Buffy Summers is the latest in a line of young women known as ""Vampire Slayers"" who have to battle vampires, demons and other forces of evil, all while growing up and dealing with love and teenage angst in this iconic cult series. She and her ""Scooby Gang"" fight the good fight in a small town called Sunnydale.",http://static.tvmaze.com/uploads/images/medium_portrait/2/7490.jpg
Angel,8.5,"['Drama', 'Action', 'Horror']","""If you need help, then look no further. Angel Investigations is the best. Our rates are low but our standards are high. When the chips are down, and you're at the end of your rope you need someone that you can count on. And that's what you'll find here, someone that will go all the way, no matter what. So don't lose hope. Come on over to our offices and you'll see that there's still heroes in this world.""Angel was the spin-off series of ""Buffy the Vampire Slayer"". It aired from 1999 to 2004. Angel runs a private invetigation bureau and fights demons, Wolfram &amp; Hart and all other existing evil in Los Angeles. There were several crossovers and many guest appearances from ""Buffy The Vampire Slayer"" during its five season run.",http://static.tvmaze.com/uploads/images/medium_portrait/3/7507.jpg
Farscape,8.7,"['Action', 'Adventure', 'Science-Fiction']","Astronaut John Crichton assumes he'll be home in time for dinner. But a freak accident during an experimental space mission catapults him across a thousand galaxies to an alien battlefield. Suddenly, he's trapped among alien creatures wielding deadly technology - a battle that 20th century sci-fi pop culture never prepared him for. Hunted by a merciless military race, Crichton begins his quest for home from a galaxy far, far away...",http://static.tvmaze.com/uploads/images/medium_portrait/3/7531.jpg
The X-Files,8.6,"['Drama', 'Crime', 'Science-Fiction']","Two FBI agents, Fox Mulder the believer and Dana Scully the skeptic, investigate the strange and unexplained while hidden forces work to impede their efforts.",http://static.tvmaze.com/uploads/images/medium_portrait/143/357928.jpg
Friends,8.7,"['Comedy', 'Romance']","Six young (20-something) people from New York City (Manhattan), on their own and struggling to survive in the real world, find the companionship, comfort and support they get from each other to be the perfect antidote to the pressures of life.This average group of buddies goes through massive mayhem, family trouble, past and future romances, fights, laughs, tears and surprises as they learn what it really means to be a friend.",http://static.tvmaze.com/uploads/images/medium_portrait/41/104550.jpg
Dollhouse,7.5,"['Action', 'Science-Fiction']","In Dollhouse, Echo is an ""Active,"" a member of a highly illegal and underground group of individuals who have had their personalities wiped clean so they can be imprinted with any number of new personas. Hired by the wealthy, powerful and connected, the Actives don't just perform their hired roles; they wholly become - with mind, personality and physiology - whomever the client wants or needs them to be. Whether imprinted to be a lover, an assassin, a corporate negotiator or a best friend, the Actives know no other life than the specific engagements they are in at that time.",http://static.tvmaze.com/uploads/images/medium_portrait/91/227855.jpg
Caprica,7.6,"['Drama', 'Science-Fiction']","Set 58 years before Battlestar Galactica, Caprica follows two rival families - the Graystones and the Adamas - as they grow, compete, and thrive in the vibrant world of the peaceful 12 Colonies, living in a society close to our own. Entangled in the burgeoning technology of artificial intelligence and robotics that will eventually lead to the creation of the Cylons, the two houses go toe-to-toe, blending action with corporate conspiracy and sexual politics.Daniel Graystone, a computer genius, is owner of a large computer corporation that is spearheading the development of artificial intelligence. He and his wife Amanda, who's a brilliant surgeon, are both relentless in their scientific pursuits. The Adama clan is helmed by Joseph Adama, a renowned criminal defense attorney and father of future Battlestar commander William Adama. When tragedy strikes both families, lines are drawn that will determine the fate of the human race.",http://static.tvmaze.com/uploads/images/medium_portrait/3/8928.jpg
Warehouse 13,8.3,"['Drama', 'Science-Fiction', 'Mystery']","After saving the life of the President, two Secret Service agents find themselves abruptly transferred to Warehouse 13 -- a massive, top-secret storage facility in windswept South Dakota that houses every strange artifact, mysterious relic, fantastical object and supernatural souvenir ever collected by the U.S. government. The Warehouse's caretaker Artie charges Pete and Myka with chasing down reports of supernatural and paranormal activity in search of new objects to cache at the Warehouse, as well as helping him to control the warehouse, itself. Rounding out the team is technology specialist Claudia and former ATF Steve Jinks.",http://static.tvmaze.com/uploads/images/medium_portrait/160/402219.jpg
Smallville,8.4,"['Drama', 'Adventure', 'Science-Fiction']","The end of the beginning starts here. Taking flight in its tenth and final season, this modern retelling of a hero's legendary origins continues to blend realism, action, heart and humor as Clark Kent soars toward claiming his birthright. Clark has emerged from his darkest hour, only to find the path to his destiny blocked by ghosts from the past -- shadows in the present tempting Clark toward the darkness at every turn. Despite insurmountable odds, is Clark strong enough to step into the light and claim his rightful place as Earth's mightiest protector?",http://static.tvmaze.com/uploads/images/medium_portrait/79/199609.jpg
Dead Like Me,8.3,"['Drama', 'Comedy', 'Supernatural']","You're about to be collected. When an errant toilet seat from the falling Mir space station puts an abrupt end to her life, George discovers that death is nothing like she thought it would be. Recruited to collect the souls of others as they die, she suddenly finds herself an unwilling participant in a line of work she never knew existed: Grim Reaping!",http://static.tvmaze.com/uploads/images/medium_portrait/3/9014.jpg
Xena: Warrior Princess,7.8,"['Action', 'Adventure', 'Fantasy']","""In a time of ancient gods, warlords, and kings, a land in turmoil cried out for a hero. She was Xena, a mighty princess, forged in the heat of battle. The power... the passion... the danger... Her courage will change the world"".This spin-off from Hercules: The Legendary Journeys (1995), Xena is a feisty and fearless warrior princess who fights everything evil along with her sidekick Gabrielle in Xena: Warrior Princess.",http://static.tvmaze.com/uploads/images/medium_portrait/3/9021.jpg
The Adventures of Sinbad,,"['Action', 'Adventure']","An adventure set in a land of myth and magic in the Middle East.The series tells of the adventures of Sinbad and his brother as they gather a crew, and set sail in the ship ""Nomad"" from Baghdad in search of wealth and adventure. Along the way they face wizards, witches strange tribes and fantastic creatures.",http://static.tvmaze.com/uploads/images/medium_portrait/3/9024.jpg
Wolverine and the X-Men,7.8,"['Action', 'Adventure', 'Science-Fiction']","After a mysterious explosion at the Xavier mansion, and the resulting disappearances of Professor Xavier and Jean Grey, the distraught X-Men disband. But soon, Wolverine, Storm. Beast and the others find themselves together again to battle the increasingly powerful Mutant Response Division, and to prevent a catastrophic future that Xavier has warned must never come to pass.",http://static.tvmaze.com/uploads/images/medium_portrait/3/9025.jpg
Everwood,7.5,"['Drama', 'Family', 'Romance']","As a world-class neurosurgeon, Dr. Andrew Brown is a hero. As a father, he's a zero. But that is changing. Tragedy makes him a single parent to his two children. And as the first act of his new life, Andy leaves Manhattan and moves his family to Everwood, the tiny Colorado town where big dreams can grow.",http://static.tvmaze.com/uploads/images/medium_portrait/81/204375.jpg
Once a Thief,8.3,"['Comedy', 'Action']",Once a Thief is a canadian action/comedy show loosely based and inspired by the John Woo movie of the same name.,http://static.tvmaze.com/uploads/images/medium_portrait/3/9068.jpg
XIII: The Series,8.1,"['Action', 'Adventure']",XIII: The Series is a follow up to the TV movie: XIII: The Prodigy. A man suffering from amnesia tries to uncover his past in this action filled canadian show.,http://static.tvmaze.com/uploads/images/medium_portrait/3/9073.jpg
Metal Hurlant Chronicles,5.6,"['Action', 'Adventure', 'Science-Fiction']","Based on the popular French comics anthology Métal Hurlant (known as Heavy Metal in the United States) each of the 12 episodes take place on a different planet with a different cast, linked together by the presence of an asteroid, which plays a vital role in their lives--and the future of their civilization. This is an originally French series, although all of the episodes are spoken in English (in France they were dubbed or subtitled) except season 1 episode 3 which is in French.",http://static.tvmaze.com/uploads/images/medium_portrait/3/9081.jpg
Defying Gravity,7.6,"['Drama', 'Science-Fiction', 'Thriller']","Hurtling into the vast challenge of infinite space, the eight astronauts and the ground personnel who support them are on a mission that has a powerful and awesome mystery at its core. The intimate and interconnected relationships among the astronauts and the ground crew, as well as their past actions, have a strangely karmic effect on the present. Episodes are divided between the present, as the Antares travels towards Venus, and the past, with flashbacks to earlier years when the astronauts were in the grueling selection and training process.",http://static.tvmaze.com/uploads/images/medium_portrait/3/9089.jpg
Charlie's Angels,7.1,"['Action', 'Crime']","Everyone deserves a second chance -- even a thief, a street racer and a cop who got in a little too deep. After all, the three women who solve cases for their elusive boss, Charlie Townsend, are no saints. They're angels... Charlie's Angels. Set in Miami, this fun, glamorous, action-packed take on the 1970s smash hit series introduces us to three new angels, all fearless detectives, head-turning beauties and close friends. There's Abby, a Park Avenue princess who became a world-class thief. Then there's Kate, a Miami cop who fell from grace, losing both her career and her fiancé. Finally there's Gloria, a disgraced army lieutenant who has a way with explosives.",http://static.tvmaze.com/uploads/images/medium_portrait/3/9107.jpg
The Universe,8.5,"['Adventure', 'Family', 'Science-Fiction']","From the planets to the stars and out to the edge of the unknown, history and science collide in this epic exploration of the Universe and its mysteries. It's a very old universe. Yet just 50 years since man first ventured into outer space, the heavens are yielding their greatest secrets. Robotic rovers give us eyes on the red rock of Mars--NASA probes slam into comets at hyper speed--deep-space telescopes capture violent images of the birth of stars and their collapse into black holes. All have significantly changed the way we see ourselves. We wonder, is there anywhere else out there that that can support life? Using cutting-edge computer graphics, this series brings the universe down to earth to show what life would be like on other planets, and to imagine what kind of life forms might evolve in alien atmospheres. Episodes examine how discoveries were made and the scientists and explorers who dared to venture into the uncharted territory of the universe.",http://static.tvmaze.com/uploads/images/medium_portrait/3/9118.jpg
True Justice,,"['Drama', 'Action', 'Crime']","True Justice stars Steven Seagal as Elijah Kane who leads a hardcore undercover team of Seattle based cops who take on the local criminal element with a high-octane style of enforcement. Kane and his team will take on gangs, drug lords and crime syndicates as they fight to clean up the streets.",http://static.tvmaze.com/uploads/images/medium_portrait/3/9126.jpg
Wolf Lake,,"['Drama', 'Crime', 'Supernatural']","Seattle police detective John Kanin, finds his world turned upsidedown when his girlfriend Ruby mysteriously disappears one night after leaving his apartment. After months of searching, an anonymous tip leads Kanin back to Ruby's hometown Wolf Lake, a place where the residents are hiding a dark secret...",http://static.tvmaze.com/uploads/images/medium_portrait/3/9132.jpg
Knight Rider,6.8,"['Action', 'Adventure', 'Science-Fiction']","On the heels of NBC's hit movie, the iconic 1980s television classic comes roaring back to life as a reinvented, updated and super-charged action series showcasing the new KITT (Knight Industries Three Thousand). Absolutely the coolest car ever created, KITT is equipped with an ""AI"" (artificial intelligence) that is capable of hacking almost any system. Its weapons systems match that of a jet fighter, and its body is capable of actually transforming into other vehicles and using sophisticated holographic imagery to elude villains.The driver of the new KITT is Mike Traceur, the estranged son of Michael Knight from the earlier series. Traceur later changes his name to Knight as he joins KITT on their mission of fighting crime.",http://static.tvmaze.com/uploads/images/medium_portrait/3/9133.jpg
The Deep,8.2,['Drama'],"In the state-of-the-art research submarine Orpheus, Captain Frances Kelly leads a team of scientists deep below the Arctic ice. They are following the path of an earlier, disastrous expedition; searching the final frontiers of Earth for unknown and remarkable life forms, attempting to find the solution to the world's escalating energy crisis.Enduring crushing pressure, boiling vent gases, freezing temperatures and total darkness, the Orpheus arrives at the Lomonosov Ridge, an enormous area of sea bed which is disputed territory, currently under the United Nations' jurisdiction. Nobody comes here. But there is something else out here: something huge and bewildering. And, as the Orpheus crew struggle for survival and attempt to unravel the mystery, they uncover secrets more terrifying than they ever could have imagined…",http://static.tvmaze.com/uploads/images/medium_portrait/3/9141.jpg
Tales from the Crypt,8.4,"['Comedy', 'Fantasy', 'Horror']","Cadaverous scream legend/all-around punster the Crypt Keeper hosts these forays of fright and fun based on classic E.C. Comics tales from back in the day – and drawing on the talents of top filmmakers Richard Donner, Walter Hill, Joel Silver, Robert Zemeckis and others. So belly up to the bar and name your poison. Is it a deranged Santa on a personal slay ride? A man surgically implanted with as many lives (and deaths) as a cat? Honeymooners who each want the other to fulfill the 'til-death vow pronto? These and more terror-rific tales await. Ghoul love 'em!",http://static.tvmaze.com/uploads/images/medium_portrait/3/9142.jpg
Pacific Blue,,"['Drama', 'Action', 'Crime']","From producer of hit TV series 21 Jump Street, Renegade and North Shore comes this flashy cop series about an elite bycicle cop unit of the Santa Monica Police Department. From chasing down pick pockets and drug dealers to investigating homicides, these law enforcement officers are on patrol to keep the warm, sunny L.A. beaches safe, no matter the cost. Featuring a stellar, sexy cast of characters, their relationships sizzle as temptation and desire stir up conflicting personal and professional interests.",http://static.tvmaze.com/uploads/images/medium_portrait/3/9144.jpg
Blade: The Series,6.7,"['Action', 'Supernatural']","Blade: The Series follows the title character who is half-man, half-vampire and employs his extraordinary powers in a crusade to save mankind from the demonic creatures who walk the night. Set in Detroit, Blade investigates the vampire house of Chthon. Along the way he forms an uneasy alliance with Krista Starr, a former military veteran who becomes entrenched in the world of vampires while investigating the murder of her twin brother.",http://static.tvmaze.com/uploads/images/medium_portrait/3/9153.jpg
Moonlight,7.8,"['Drama', 'Horror', 'Romance']","Mick St. John is a captivating, charming- and immortal- private investigator from Los Angeles who defies the traditional blood-sucking norms of his vampire tendencies by using his wit and powerful supernatural abilities to help the living. In a life-altering twist of fate, Mick was ""bitten"" 60 years ago by his new bride, the seductive Coraline. Forever 30 years of age, Mick's as handsome and charismatic as the day he was ""turned,"" and he eschews others of his kind who view humans only as a source of nourishment. With only a handful of like-minded confidantes for company, including the eternally young, wealthy and mischievous Josef, a hedge fund trader who relishes his uniqueness, Mick fills his infinite days protecting the living. But one night years ago, a single act of kindness changed Mick when he saved a young girl's life, making him want to be a better vampire. Now their paths cross again and Mick develops a distinctive bond with Beth Turner who has grown into a beautiful, ambitious Internet investigative reporter. Reconnecting with her unleashes feelings Mick knows he can't pursue without exposing the part of him that would make him a monster in Beth's eyes. As Mick lives between two realities, fighting his adversaries among the undead and falling in love, he discovers the mysteries and pleasures that a valuable life has to offer.",http://static.tvmaze.com/uploads/images/medium_portrait/3/9159.jpg
